id,edad,genero,pais,tipo_habitacion,precio_por_noche,tipo_tarjeta,noches,todo_incluido,mantenimiento_por_noche
1873,44,hombre,Alemania,individual,70€,otra,10,no,15€
1874,79,hombre,Argentina,individual,90€,Visa,3,si,5€
1875,46,hombre,México,cuadruple,200€,otra,9,no,20€
1876,69,mujer,Chile,triple,,Amex,5,no,20€
1877,28,mujer,Colombia,doble,,Amex,3,si,20€
1878,37,hombre,Chile,triple,70€,Amex,7,si,20€
1879,37,hombre,Italia,triple,120€,MasterCard,2,si,10€
1880,65,mujer,México,individual,150€,otra,9,no,20€
1881,72,mujer,Colombia,triple,150€,otra,3,si,
1882,82,hombre,Francia,triple,50€,otra,3,si,10€
1883,71,mujer,México,doble,,MasterCard,5,no,15€
1884,67,hombre,Chile,individual,50€,otra,7,no,15€
1885,18,hombre,Argentina,cuadruple,90€,MasterCard,6,no,5€
1886,49,hombre,Chile,individual,200€,Amex,5,no,
1887,33,hombre,México,doble,120€,otra,6,no,
1888,69,mujer,Alemania,triple,200€,otra,3,no,10€
1889,87,mujer,España,doble,120€,otra,4,no,15€
1890,63,mujer,Argentina,triple,90€,MasterCard,1,si,15€
1891,79,hombre,Chile,triple,50€,Visa,1,si,15€
1892,76,mujer,Italia,cuadruple,70€,Amex,5,si,20€
1893,69,hombre,Francia,doble,,Amex,6,no,15€
1894,56,hombre,EEUU,cuadruple,50€,otra,2,no,15€
1895,26,mujer,Argentina,cuadruple,50€,MasterCard,5,si,
1896,27,hombre,Argentina,doble,50€,Visa,8,si,10€
1897,80,hombre,Colombia,doble,50€,MasterCard,6,si,10€
1898,26,mujer,Argentina,triple,70€,Visa,7,no,20€
1899,70,mujer,Argentina,triple,,otra,8,no,
1900,42,mujer,Chile,doble,150€,Amex,4,no,10€
1901,68,mujer,Francia,cuadruple,200€,MasterCard,5,no,20€
1902,19,mujer,Alemania,individual,90€,MasterCard,2,si,15€
1903,70,hombre,Alemania,cuadruple,120€,otra,4,si,20€
1904,38,mujer,Alemania,individual,120€,MasterCard,2,si,
1905,85,hombre,España,cuadruple,70€,Amex,5,no,15€
1906,50,mujer,Colombia,triple,90€,MasterCard,6,no,10€
1907,58,hombre,EEUU,individual,50€,Amex,9,si,5€
1908,28,hombre,Chile,triple,90€,otra,5,si,5€
1909,30,hombre,España,individual,150€,otra,4,no,
1910,72,hombre,México,triple,90€,otra,4,si,15€
1911,87,mujer,Alemania,cuadruple,,Amex,1,no,20€
1912,56,hombre,México,doble,90€,Amex,5,si,15€
1913,22,hombre,España,doble,150€,Amex,4,no,20€
1914,23,hombre,EEUU,individual,70€,Amex,6,si,20€
1915,81,hombre,México,cuadruple,70€,Amex,9,si,15€
1916,55,mujer,Italia,triple,200€,MasterCard,6,no,
1917,62,hombre,Francia,cuadruple,150€,Amex,4,si,5€
1918,74,mujer,EEUU,cuadruple,,Visa,8,si,15€
1919,79,hombre,Chile,doble,50€,Amex,2,no,20€
1920,18,hombre,Francia,individual,120€,MasterCard,3,no,10€
1921,19,hombre,Chile,cuadruple,150€,Amex,4,no,
1922,36,hombre,Italia,triple,150€,MasterCard,8,si,
1923,70,mujer,Italia,cuadruple,90€,Amex,5,si,10€
1924,74,mujer,Colombia,triple,200€,otra,6,si,20€
1925,32,hombre,Alemania,doble,,MasterCard,7,si,5€
1926,27,hombre,Argentina,cuadruple,90€,Visa,5,no,15€
1927,71,mujer,Francia,triple,200€,Visa,10,si,15€
1928,39,mujer,Italia,triple,70€,otra,8,no,20€
1929,38,hombre,España,cuadruple,120€,otra,7,si,15€
1930,68,mujer,España,doble,200€,otra,3,no,
1931,26,hombre,México,doble,150€,Visa,7,si,5€
1932,78,hombre,México,cuadruple,90€,Visa,8,no,15€
1933,84,hombre,España,individual,,otra,6,no,20€
1934,77,mujer,Francia,individual,90€,otra,8,no,20€
1935,89,mujer,Alemania,individual,90€,otra,10,no,
1936,39,mujer,Italia,cuadruple,70€,MasterCard,8,no,
1937,29,hombre,Francia,doble,90€,Amex,8,no,10€
1938,36,hombre,Alemania,triple,150€,MasterCard,4,no,5€
1939,52,hombre,Italia,doble,50€,otra,1,no,15€
1940,82,hombre,Colombia,cuadruple,70€,Amex,6,si,5€
1941,87,mujer,EEUU,individual,120€,Amex,1,no,15€
1942,62,mujer,Colombia,triple,,Amex,8,si,20€
1943,34,hombre,Colombia,doble,,otra,3,no,15€
1944,55,mujer,Argentina,individual,50€,MasterCard,10,si,10€
1945,89,mujer,Italia,cuadruple,150€,otra,1,si,5€
1946,43,mujer,Chile,doble,70€,Amex,10,si,
1947,52,hombre,Francia,cuadruple,70€,Amex,2,si,
1948,74,mujer,Colombia,cuadruple,150€,Visa,9,si,
1949,60,mujer,Francia,triple,200€,Amex,4,no,5€
1950,79,hombre,Argentina,cuadruple,200€,Visa,7,si,20€
1951,57,mujer,España,individual,90€,Visa,2,no,10€
1952,90,mujer,España,cuadruple,70€,MasterCard,6,si,10€
1953,27,hombre,Argentina,cuadruple,120€,otra,9,si,
1954,80,hombre,Alemania,cuadruple,200€,otra,3,no,5€
1955,49,hombre,EEUU,triple,,MasterCard,1,si,15€
1956,36,hombre,España,triple,50€,otra,1,si,5€
1957,87,hombre,Italia,individual,90€,MasterCard,1,si,
1958,22,hombre,EEUU,triple,,Visa,2,si,10€
1959,53,hombre,Chile,triple,70€,otra,10,no,
1960,50,mujer,Colombia,cuadruple,,otra,4,si,5€
1961,18,mujer,Argentina,triple,120€,otra,9,si,15€
1962,29,mujer,México,triple,,otra,9,no,10€
1963,66,hombre,EEUU,individual,120€,otra,5,si,10€
1964,39,mujer,Alemania,doble,120€,MasterCard,10,si,20€
1965,63,mujer,Colombia,cuadruple,120€,MasterCard,10,si,20€
1966,66,hombre,Francia,doble,,otra,8,si,15€
1967,72,mujer,Alemania,doble,70€,Visa,4,no,5€
1968,47,hombre,Italia,cuadruple,70€,MasterCard,4,si,10€
1969,89,hombre,Francia,cuadruple,150€,Amex,8,no,15€
1970,39,hombre,México,triple,200€,MasterCard,10,si,20€
1971,27,mujer,Argentina,doble,200€,Visa,10,no,15€
1972,26,hombre,México,triple,70€,MasterCard,10,no,15€
1973,56,hombre,Alemania,doble,,otra,8,no,15€
1974,29,mujer,Alemania,cuadruple,200€,otra,1,si,
1975,70,mujer,Francia,doble,200€,Amex,9,si,10€
1976,78,mujer,Francia,doble,70€,otra,8,no,15€
1977,49,hombre,Italia,individual,200€,Amex,8,no,20€
1978,42,hombre,España,triple,50€,otra,9,si,15€
1979,36,hombre,Chile,triple,150€,otra,9,si,10€
1980,23,hombre,Francia,individual,90€,Visa,1,si,5€
1981,66,mujer,Chile,doble,120€,Visa,8,no,10€
1982,36,hombre,Italia,individual,200€,MasterCard,2,si,10€
1983,31,mujer,Argentina,doble,90€,Visa,4,no,
1984,35,hombre,Francia,individual,90€,otra,9,no,5€
1985,65,mujer,Argentina,triple,,Visa,5,no,5€
1986,86,hombre,España,doble,120€,MasterCard,1,si,15€
1987,57,mujer,Colombia,individual,90€,otra,2,no,15€
1988,38,mujer,Italia,cuadruple,150€,Visa,3,no,20€
1989,42,hombre,Chile,doble,70€,MasterCard,10,si,
1990,51,mujer,EEUU,doble,120€,Amex,1,si,10€
1991,75,hombre,Francia,cuadruple,,Amex,3,si,10€
1992,71,hombre,México,individual,70€,Amex,7,no,10€
1993,76,mujer,Francia,cuadruple,90€,Visa,6,si,5€
1994,18,hombre,Francia,doble,50€,otra,10,no,
1995,36,mujer,Alemania,cuadruple,70€,Visa,8,si,20€
1996,61,mujer,México,triple,150€,MasterCard,7,no,15€
1997,47,hombre,Francia,doble,70€,Amex,6,si,20€
1998,68,mujer,México,individual,70€,Amex,8,no,15€
1999,41,hombre,Italia,triple,90€,Visa,6,no,5€
2000,48,mujer,España,triple,70€,otra,6,si,10€
2001,68,hombre,Alemania,individual,50€,Amex,3,no,20€
2002,25,mujer,Argentina,triple,150€,MasterCard,5,no,
2003,40,mujer,México,individual,50€,Amex,8,si,15€
2004,72,hombre,Alemania,triple,70€,MasterCard,10,si,15€
2005,27,mujer,Colombia,cuadruple,120€,Visa,5,si,10€
2006,74,mujer,Colombia,triple,70€,MasterCard,5,si,
2007,65,hombre,Francia,doble,90€,MasterCard,5,no,20€
2008,55,mujer,Argentina,triple,150€,MasterCard,6,no,20€
2009,54,hombre,Italia,individual,120€,MasterCard,9,si,5€
2010,20,mujer,EEUU,triple,50€,Amex,6,si,
2011,21,hombre,Argentina,doble,90€,Amex,10,no,15€
2012,35,mujer,España,doble,200€,Amex,4,no,10€
2013,61,hombre,Argentina,cuadruple,70€,MasterCard,2,no,20€
2014,19,hombre,Argentina,cuadruple,90€,MasterCard,10,no,10€
2015,51,mujer,EEUU,doble,150€,Visa,1,no,
2016,63,mujer,Chile,doble,150€,Visa,9,no,15€
2017,25,mujer,Chile,individual,,MasterCard,3,si,15€
2018,68,mujer,Alemania,individual,50€,Amex,9,no,20€
2019,62,hombre,Francia,doble,120€,Visa,5,si,10€
2020,28,mujer,México,cuadruple,200€,Visa,5,no,10€
2021,30,mujer,Argentina,individual,50€,Amex,8,si,10€
2022,19,hombre,México,individual,70€,Amex,9,si,10€
2023,50,mujer,México,doble,70€,Visa,6,no,10€
2024,39,mujer,Alemania,doble,70€,MasterCard,10,si,
2025,85,mujer,Alemania,cuadruple,200€,Amex,10,no,15€
2026,57,hombre,EEUU,doble,50€,Amex,5,si,20€
2027,24,hombre,Argentina,cuadruple,150€,Visa,8,no,15€
2028,66,hombre,Italia,individual,50€,Visa,8,si,15€
2029,64,hombre,España,cuadruple,200€,Amex,7,no,15€
2030,45,hombre,Colombia,cuadruple,,otra,6,si,15€
2031,57,hombre,Italia,cuadruple,150€,otra,3,no,5€
2032,29,mujer,EEUU,cuadruple,90€,Amex,7,no,10€
2033,72,hombre,Alemania,doble,,otra,10,no,10€
2034,77,mujer,Alemania,triple,150€,otra,1,no,20€
2035,73,mujer,España,doble,,Amex,10,no,10€
2036,82,mujer,Argentina,individual,150€,Amex,9,si,20€
2037,80,hombre,Italia,doble,70€,otra,9,si,20€
2038,21,hombre,EEUU,doble,70€,MasterCard,8,no,
2039,66,hombre,Francia,triple,50€,Visa,9,si,20€
2040,82,mujer,México,triple,,Amex,10,no,
2041,36,hombre,Chile,individual,70€,Visa,7,si,15€
2042,59,hombre,Francia,individual,150€,MasterCard,9,no,15€
2043,68,hombre,Italia,doble,90€,otra,4,no,10€
2044,43,mujer,EEUU,doble,200€,MasterCard,6,no,5€
2045,90,hombre,Colombia,individual,,Visa,3,no,5€
2046,26,mujer,España,individual,,MasterCard,7,no,15€
2047,53,hombre,Francia,individual,120€,Amex,9,no,20€
2048,43,hombre,EEUU,doble,150€,Visa,1,si,
2049,60,hombre,Argentina,individual,200€,MasterCard,7,no,10€
2050,19,mujer,EEUU,doble,50€,Visa,10,no,5€
2051,21,mujer,Argentina,cuadruple,70€,Visa,1,no,15€
2052,38,mujer,Italia,doble,90€,otra,10,si,
2053,64,mujer,Alemania,individual,120€,Amex,3,si,
2054,55,hombre,Alemania,individual,150€,Amex,8,si,15€
2055,45,mujer,España,cuadruple,120€,Visa,6,si,10€
2056,26,hombre,EEUU,triple,150€,Visa,6,no,
2057,90,mujer,Francia,doble,70€,Amex,2,no,20€
2058,23,hombre,Italia,cuadruple,70€,Visa,10,si,
2059,39,hombre,México,triple,90€,otra,8,no,15€
2060,88,hombre,EEUU,cuadruple,150€,Visa,7,no,
2061,76,mujer,Argentina,doble,150€,Visa,4,no,15€
2062,73,mujer,Colombia,doble,,MasterCard,8,no,20€
2063,21,mujer,Chile,individual,50€,MasterCard,2,no,
2064,59,hombre,Alemania,cuadruple,70€,Amex,4,si,15€
2065,81,mujer,Italia,individual,50€,otra,9,no,5€
2066,32,mujer,Italia,individual,,Amex,10,si,
2067,79,mujer,Colombia,doble,70€,Visa,2,si,5€
2068,61,mujer,Francia,triple,,MasterCard,1,si,
2069,40,hombre,EEUU,doble,120€,otra,3,no,15€
2070,46,mujer,Colombia,individual,150€,MasterCard,4,si,20€
2071,65,mujer,Argentina,triple,90€,otra,7,no,15€
2072,35,hombre,Alemania,cuadruple,70€,otra,9,no,
2073,28,mujer,Francia,triple,120€,Visa,10,no,
2074,51,hombre,Francia,triple,,MasterCard,5,si,10€
2075,42,mujer,España,individual,120€,Visa,6,si,15€
2076,54,hombre,España,individual,70€,otra,4,no,20€
2077,71,mujer,Chile,triple,150€,MasterCard,7,si,20€
2078,82,hombre,Francia,triple,70€,otra,4,si,10€
2079,41,hombre,Italia,doble,200€,Visa,7,no,15€
2080,29,hombre,Alemania,cuadruple,50€,Amex,2,no,20€
2081,61,hombre,España,triple,120€,MasterCard,3,si,
2082,67,mujer,Italia,cuadruple,120€,Amex,2,si,15€
2083,33,mujer,Italia,cuadruple,150€,Visa,4,si,15€
2084,36,hombre,Argentina,individual,150€,Amex,3,si,15€
2085,23,mujer,Alemania,individual,120€,Visa,9,no,20€
2086,20,hombre,España,triple,70€,MasterCard,4,no,
2087,74,hombre,Colombia,individual,120€,Visa,3,si,5€
2088,41,mujer,Alemania,individual,120€,Amex,4,si,5€
2089,53,hombre,EEUU,triple,200€,otra,6,si,15€
2090,50,mujer,Alemania,doble,200€,MasterCard,3,si,15€
2091,62,mujer,Francia,cuadruple,200€,Amex,4,si,15€
2092,83,mujer,Italia,individual,120€,Visa,1,si,10€
2093,84,mujer,Italia,individual,90€,otra,10,no,15€
2094,67,mujer,Colombia,triple,120€,otra,2,no,15€
2095,76,mujer,Argentina,cuadruple,120€,otra,5,no,
2096,34,hombre,EEUU,triple,90€,MasterCard,10,si,5€
2097,81,mujer,EEUU,cuadruple,,otra,7,no,10€
2098,64,hombre,Francia,triple,150€,otra,6,si,
2099,57,mujer,EEUU,cuadruple,120€,Amex,5,si,15€
2100,46,hombre,EEUU,doble,,Visa,2,no,
2101,48,hombre,Italia,individual,50€,Visa,6,si,
2102,24,mujer,Alemania,triple,70€,Amex,8,no,10€
2103,37,mujer,Francia,individual,70€,MasterCard,1,si,
2104,35,hombre,Colombia,triple,50€,MasterCard,7,no,20€
2105,23,hombre,Alemania,individual,50€,MasterCard,6,si,
2106,43,mujer,Colombia,doble,90€,otra,4,no,10€
2107,84,hombre,Colombia,triple,70€,Amex,2,no,15€
2108,59,mujer,Italia,doble,200€,Visa,7,no,10€
2109,51,mujer,México,doble,200€,Amex,2,no,
2110,60,hombre,Italia,individual,50€,Amex,3,si,5€
2111,78,hombre,México,cuadruple,70€,Visa,5,no,
2112,25,mujer,Alemania,doble,,otra,4,si,5€
2113,57,hombre,Argentina,triple,,otra,5,no,15€
2114,72,mujer,EEUU,individual,120€,Visa,1,si,15€
2115,70,mujer,EEUU,cuadruple,,Visa,6,si,15€
2116,82,hombre,Argentina,individual,90€,otra,10,no,
2117,30,hombre,Italia,individual,90€,otra,5,si,10€
2118,39,hombre,Italia,triple,90€,otra,7,no,20€
2119,51,mujer,Chile,doble,90€,Visa,6,no,10€
2120,57,mujer,Alemania,cuadruple,200€,MasterCard,3,si,15€
2121,48,hombre,España,individual,120€,otra,9,si,20€
2122,64,hombre,Chile,cuadruple,90€,otra,10,si,15€
2123,46,hombre,Chile,cuadruple,120€,MasterCard,4,no,20€
2124,73,hombre,Chile,cuadruple,150€,Visa,4,si,
2125,59,hombre,Italia,cuadruple,90€,Visa,4,no,15€
2126,90,mujer,Francia,individual,90€,otra,2,si,5€
2127,42,hombre,Argentina,individual,70€,MasterCard,6,si,20€
2128,30,hombre,México,doble,200€,Amex,4,si,10€
2129,50,mujer,Argentina,cuadruple,200€,Amex,10,no,
2130,42,mujer,España,cuadruple,70€,MasterCard,8,no,20€
2131,66,hombre,Colombia,triple,150€,otra,9,si,15€
2132,85,mujer,Italia,doble,50€,MasterCard,7,si,5€
2133,23,hombre,Chile,individual,50€,MasterCard,9,no,5€
2134,88,mujer,Francia,cuadruple,150€,Visa,1,no,15€
2135,65,hombre,Italia,triple,70€,Visa,8,no,
2136,85,mujer,Colombia,individual,90€,Amex,10,no,
2137,31,hombre,México,individual,,otra,6,no,5€
2138,84,mujer,Italia,cuadruple,90€,MasterCard,3,si,5€
2139,20,mujer,España,individual,50€,MasterCard,6,no,10€
2140,67,hombre,Chile,triple,70€,Visa,1,si,
2141,59,hombre,EEUU,doble,90€,Visa,6,si,5€
2142,74,mujer,Argentina,doble,,Visa,8,no,20€
2143,79,mujer,Francia,cuadruple,150€,otra,7,si,
2144,82,hombre,España,individual,50€,MasterCard,3,no,
2145,42,mujer,Argentina,triple,150€,Amex,3,si,5€
2146,45,mujer,EEUU,cuadruple,90€,otra,1,no,10€
2147,45,hombre,México,doble,200€,Amex,8,si,
2148,28,mujer,Italia,cuadruple,,Visa,7,si,10€
2149,18,hombre,Alemania,cuadruple,,otra,9,no,5€
2150,25,hombre,EEUU,triple,70€,MasterCard,10,si,20€
2151,38,mujer,Italia,cuadruple,150€,otra,7,no,5€
2152,82,mujer,México,doble,70€,Visa,6,no,20€
2153,50,mujer,EEUU,individual,50€,otra,10,no,20€
2154,30,hombre,Colombia,cuadruple,50€,otra,1,si,15€
2155,22,mujer,España,triple,,Visa,5,si,10€
2156,39,mujer,Alemania,triple,50€,MasterCard,5,no,20€
2157,23,hombre,España,triple,150€,Amex,1,no,20€
2158,88,hombre,España,triple,120€,Visa,10,no,10€
2159,80,hombre,Italia,triple,150€,Amex,10,no,
2160,87,mujer,Colombia,doble,120€,Amex,3,no,5€
2161,35,mujer,Italia,individual,200€,MasterCard,9,si,
2162,27,hombre,España,individual,120€,Visa,2,si,15€
2163,80,mujer,Chile,cuadruple,70€,Visa,2,no,20€
2164,26,mujer,Italia,triple,50€,otra,6,no,10€
2165,77,mujer,Argentina,cuadruple,50€,otra,7,si,15€
2166,90,hombre,Chile,cuadruple,150€,Visa,3,no,
2167,62,hombre,Chile,individual,120€,MasterCard,4,si,
2168,29,hombre,México,triple,70€,otra,7,no,10€
2169,79,hombre,Francia,triple,70€,Amex,1,si,10€
2170,59,hombre,Francia,triple,200€,Visa,6,si,20€
2171,18,mujer,Francia,cuadruple,90€,otra,8,si,5€
2172,82,hombre,Argentina,cuadruple,50€,Amex,7,no,20€
2173,18,hombre,Francia,individual,50€,MasterCard,6,si,15€
2174,33,mujer,Alemania,cuadruple,70€,Visa,9,si,
2175,64,mujer,Italia,individual,90€,MasterCard,6,si,5€
2176,64,hombre,España,cuadruple,200€,MasterCard,7,si,10€
2177,27,mujer,Chile,doble,,otra,10,si,20€
2178,48,mujer,Francia,individual,50€,Visa,8,no,5€
2179,67,mujer,Chile,cuadruple,200€,MasterCard,8,si,5€
2180,64,mujer,México,individual,70€,Visa,5,no,15€
2181,27,hombre,Italia,doble,50€,Amex,6,no,
2182,45,hombre,Colombia,individual,90€,Amex,7,no,5€
2183,34,mujer,Alemania,cuadruple,70€,Amex,8,no,20€
2184,80,mujer,Italia,individual,70€,Visa,8,si,20€
2185,78,hombre,México,doble,90€,MasterCard,2,no,
2186,48,mujer,Italia,doble,150€,Visa,7,si,15€
2187,54,hombre,EEUU,individual,200€,Amex,2,no,15€
2188,73,hombre,Italia,doble,,otra,5,no,10€
2189,68,hombre,México,cuadruple,50€,otra,10,si,20€
2190,18,mujer,Francia,individual,150€,Amex,7,si,5€
2191,41,hombre,Chile,individual,150€,otra,7,no,15€
2192,38,mujer,Argentina,individual,,Amex,6,no,15€
2193,61,hombre,México,individual,90€,Amex,9,no,10€
2194,29,hombre,Alemania,cuadruple,120€,Amex,5,si,5€
2195,47,hombre,Argentina,cuadruple,120€,Amex,4,no,5€
2196,74,mujer,Argentina,triple,120€,Amex,6,no,10€
2197,18,hombre,Chile,triple,90€,Amex,7,no,20€
2198,54,mujer,España,triple,90€,otra,6,si,5€
2199,45,hombre,Italia,cuadruple,120€,otra,8,si,
2200,55,hombre,Argentina,individual,70€,otra,6,no,
2201,68,hombre,Argentina,doble,70€,Amex,2,si,5€
2202,81,mujer,España,triple,150€,Amex,7,no,
2203,24,mujer,Alemania,triple,50€,otra,7,si,10€
2204,35,hombre,Alemania,individual,120€,Amex,9,si,15€
2205,85,hombre,Italia,cuadruple,70€,Visa,10,no,20€
2206,83,mujer,Chile,individual,50€,otra,7,no,
2207,31,hombre,Chile,individual,50€,MasterCard,1,si,10€
2208,63,hombre,Chile,cuadruple,,MasterCard,4,no,10€
2209,31,mujer,México,individual,50€,otra,3,si,20€
2210,83,hombre,Francia,individual,70€,Amex,4,si,5€
2211,51,mujer,España,doble,70€,Visa,2,no,
2212,47,hombre,Italia,triple,120€,Visa,1,si,5€
2213,28,hombre,Colombia,triple,70€,Visa,3,no,5€
2214,32,hombre,Colombia,triple,200€,Visa,10,no,20€
2215,21,mujer,Chile,triple,50€,otra,5,no,15€
2216,60,hombre,México,individual,50€,MasterCard,4,si,15€
2217,46,hombre,Argentina,cuadruple,90€,otra,10,si,10€
2218,42,mujer,México,triple,70€,Amex,7,no,15€
2219,33,mujer,España,cuadruple,150€,Visa,7,si,
2220,30,hombre,Francia,individual,150€,Amex,2,no,20€
2221,58,mujer,España,triple,150€,otra,3,si,10€
2222,29,hombre,Chile,triple,90€,Visa,6,no,
2223,66,mujer,EEUU,cuadruple,70€,MasterCard,8,no,
2224,56,hombre,Alemania,individual,150€,Amex,2,no,10€
2225,28,mujer,Chile,triple,120€,otra,10,si,5€
2226,89,hombre,Colombia,cuadruple,150€,Amex,8,no,15€
2227,20,mujer,Alemania,doble,120€,otra,4,si,20€
2228,84,mujer,Italia,individual,150€,Amex,1,si,
2229,83,hombre,Alemania,individual,120€,MasterCard,6,si,10€
2230,84,mujer,Argentina,doble,150€,Amex,6,no,20€
2231,53,mujer,Argentina,doble,,MasterCard,7,no,5€
2232,69,mujer,Alemania,cuadruple,50€,MasterCard,8,no,
2233,69,hombre,Chile,individual,120€,otra,1,si,
2234,82,mujer,México,triple,50€,Amex,6,no,10€
2235,30,mujer,España,individual,200€,MasterCard,1,si,
2236,80,mujer,Argentina,doble,120€,otra,5,si,20€
2237,33,mujer,México,doble,200€,MasterCard,2,no,5€
2238,24,hombre,Colombia,individual,70€,MasterCard,5,no,
2239,80,mujer,Italia,individual,70€,otra,9,si,
2240,46,mujer,Colombia,cuadruple,90€,MasterCard,9,no,20€
2241,22,mujer,Francia,cuadruple,120€,Amex,10,no,10€
2242,65,hombre,EEUU,triple,,otra,10,si,20€
2243,40,mujer,Alemania,doble,,MasterCard,7,no,5€
2244,18,mujer,EEUU,triple,90€,otra,2,si,15€
2245,56,mujer,Alemania,cuadruple,90€,otra,6,si,20€
2246,43,hombre,Colombia,individual,120€,MasterCard,5,no,20€
2247,51,mujer,Italia,doble,90€,Amex,10,no,
2248,54,mujer,Alemania,individual,120€,Amex,3,si,20€
2249,53,hombre,Alemania,triple,150€,otra,4,no,20€
2250,37,mujer,Italia,cuadruple,150€,MasterCard,9,no,20€
2251,78,mujer,México,cuadruple,90€,otra,6,no,20€
2252,88,mujer,EEUU,doble,200€,Visa,8,no,5€
2253,33,mujer,México,individual,,Amex,4,si,5€
2254,63,hombre,Argentina,triple,,Amex,6,si,15€
2255,64,mujer,México,triple,200€,Amex,6,no,5€
2256,49,mujer,México,triple,,Visa,1,no,15€
2257,47,hombre,Chile,individual,,MasterCard,2,no,10€
2258,24,mujer,España,doble,200€,Amex,5,si,10€
2259,62,hombre,Colombia,triple,120€,otra,9,si,
2260,22,hombre,México,triple,50€,Visa,6,si,5€
2261,74,mujer,Francia,triple,90€,MasterCard,1,no,15€
2262,24,hombre,Francia,triple,70€,otra,5,no,15€
2263,40,mujer,Chile,individual,70€,otra,7,no,15€
2264,78,hombre,Argentina,individual,150€,otra,6,no,
2265,59,hombre,Colombia,triple,150€,Amex,10,si,10€
2266,36,mujer,Chile,triple,70€,Amex,8,no,20€
2267,33,mujer,Argentina,doble,70€,otra,9,no,15€
2268,85,mujer,Chile,cuadruple,200€,otra,8,no,20€
2269,47,mujer,México,doble,200€,MasterCard,9,si,
2270,66,hombre,España,triple,70€,Visa,9,si,5€
2271,30,mujer,Argentina,triple,,Visa,2,no,15€
2272,80,hombre,Colombia,doble,120€,otra,6,no,5€
2273,38,hombre,Francia,individual,200€,Visa,9,no,
2274,55,mujer,Alemania,cuadruple,150€,otra,1,si,
2275,90,hombre,EEUU,cuadruple,150€,Amex,6,no,10€
2276,73,hombre,Chile,cuadruple,150€,Visa,10,si,20€
2277,65,mujer,Francia,individual,120€,Amex,2,no,
2278,52,mujer,Argentina,triple,50€,Amex,1,si,
2279,73,hombre,México,doble,70€,Visa,4,si,
2280,85,hombre,Italia,individual,200€,otra,3,no,10€
2281,33,mujer,Colombia,individual,70€,Visa,6,si,
2282,52,hombre,Francia,individual,120€,MasterCard,6,si,5€
2283,18,mujer,Colombia,individual,120€,Visa,8,no,15€
2284,65,mujer,Alemania,triple,200€,otra,4,si,15€
2285,38,hombre,Francia,triple,90€,Amex,10,no,15€
2286,41,hombre,EEUU,cuadruple,,otra,9,no,20€
2287,68,hombre,Chile,triple,200€,otra,5,no,5€
2288,54,hombre,México,individual,50€,Amex,10,si,20€
2289,18,hombre,Chile,doble,120€,Visa,4,no,5€
2290,56,mujer,Italia,individual,70€,otra,7,no,5€
2291,63,hombre,Alemania,triple,120€,otra,3,si,20€
2292,49,hombre,EEUU,individual,50€,otra,7,si,
2293,20,hombre,Argentina,cuadruple,90€,MasterCard,6,si,
2294,44,hombre,Colombia,doble,50€,MasterCard,10,no,15€
2295,28,hombre,EEUU,triple,70€,Visa,7,si,20€
2296,80,mujer,Argentina,doble,200€,MasterCard,4,no,10€
2297,70,mujer,Chile,individual,70€,Amex,4,si,10€
2298,27,mujer,Alemania,triple,90€,MasterCard,9,no,10€
2299,42,hombre,Colombia,triple,50€,Amex,2,si,5€
2300,33,mujer,España,triple,50€,MasterCard,3,si,
2301,87,mujer,Italia,doble,,MasterCard,3,no,15€
2302,64,hombre,Italia,cuadruple,150€,Visa,2,no,
2303,44,hombre,Italia,individual,50€,otra,10,no,
2304,18,hombre,Argentina,individual,50€,otra,1,no,15€
2305,24,hombre,EEUU,triple,120€,Amex,10,no,20€
2306,33,mujer,México,individual,70€,MasterCard,6,si,10€
2307,32,hombre,Francia,triple,,Visa,10,si,20€
2308,36,hombre,Chile,triple,,otra,5,si,10€
2309,44,mujer,Italia,cuadruple,150€,Visa,9,si,15€
2310,78,hombre,EEUU,individual,,Amex,10,si,5€
2311,50,mujer,Colombia,individual,200€,Amex,2,no,20€
2312,64,hombre,Argentina,triple,120€,otra,1,si,15€
2313,81,hombre,Colombia,individual,120€,Amex,7,no,20€
2314,24,hombre,Colombia,doble,150€,otra,8,no,
2315,20,mujer,Italia,doble,70€,Visa,5,si,10€
2316,23,mujer,Colombia,individual,,Visa,2,no,10€
2317,44,hombre,Italia,doble,70€,MasterCard,5,si,
2318,86,hombre,EEUU,doble,90€,Visa,7,no,10€
2319,79,hombre,Chile,cuadruple,90€,Visa,5,si,10€
2320,65,hombre,Chile,triple,50€,otra,5,no,5€
2321,27,mujer,México,cuadruple,70€,MasterCard,3,no,20€
2322,62,hombre,Argentina,doble,90€,MasterCard,4,si,
2323,64,hombre,Colombia,individual,50€,MasterCard,1,si,5€
2324,68,mujer,EEUU,triple,50€,otra,5,si,10€
2325,56,hombre,Alemania,triple,,otra,2,no,20€
2326,62,hombre,Argentina,individual,70€,otra,8,si,
2327,28,hombre,Colombia,individual,200€,Amex,5,si,20€
2328,76,mujer,Argentina,individual,70€,Amex,8,si,5€
2329,75,hombre,Chile,individual,50€,otra,9,si,15€
2330,83,mujer,México,individual,90€,Visa,3,no,15€
2331,47,mujer,EEUU,doble,120€,Amex,8,no,
2332,77,hombre,EEUU,doble,150€,Amex,2,si,15€
